,address,rent,sold,sold year,sqft,var,zipcode
9513,130-148 Suffolk St # 130-B,3400,795599,2007,810,0,10002
9514,130-148 Suffolk St # 130-C,3350,124000,2000,772,0,10002
9515,130-148 Suffolk St # 130-D,3410,124000,2000,829,0,10002
9516,130-148 Suffolk St # 132-A,4300,800000,2007,825,0,10002
9517,130-148 Suffolk St # 132-C,4200,124000,2000,795,0,10002
9518,130-148 Suffolk St # 134-A,4300,129000,2001,825,0,10002
9519,130-148 Suffolk St # 134-B,4000,850000,2013,765,0,10002
9520,130-148 Suffolk St # 134-D,4300,1195000,2018,853,0,10002
9521,130-148 Suffolk St # 136-A,3295,129000,2000,825,0,10002
9522,130-148 Suffolk St # 136-C,3200,159000,2000,795,0,10002
9523,130-148 Suffolk St # 136-D,3300,124000,2000,853,0,10002
9524,130-148 Suffolk St # 138-A,4300,129000,2000,825,0,10002
9525,130-148 Suffolk St # 138-C,4200,,,,2,10002
9526,130-148 Suffolk St # 140-A,4300,951019,2015,825,0,10002
9527,130-148 Suffolk St # 140-C,4200,124000,2000,795,0,10002
9528,130-148 Suffolk St # 142-A,3300,129000,2000,825,0,10002
9529,130-148 Suffolk St # 142-B,3150,756000,2006,765,0,10002
9530,130-148 Suffolk St # 142-C,3200,159000,2000,795,0,10002
9531,130-148 Suffolk St # 146-A,4300,710000,2016,825,0,10002
9532,130-148 Suffolk St # 146-C,4200,124000,2000,795,0,10002
9533,130-148 Suffolk St # 146-D,4300,124000,2000,853,0,10002
9534,130-148 Suffolk St # 148-A,4300,841000,2012,813,0,10002
9535,130-148 Suffolk St # 148-B,3900,119000,2000,753,0,10002
9536,130-148 Suffolk St # 148-C,4198,750000,2006,783,0,10002
9537,144-148 Suffolk St # 144-D,4300,124000,2000,853,0,10002
9538,130-148 Suffolk St # 144-C,4200,691700,2010,795,0,10002
9539,130-148 Suffolk St # 130-C,3350,124000,2000,772,0,10002
9540,130-148 Suffolk St # 130-D,3410,124000,2000,829,0,10002
9541,130-148 Suffolk St # 132-A,4300,800000,2007,825,0,10002
9542,130-148 Suffolk St # 132-C,4200,124000,2000,795,0,10002
9543,130-148 Suffolk St # 134-A,4300,129000,2001,825,0,10002
9544,130-148 Suffolk St # 134-B,4000,850000,2013,765,0,10002
9545,130-148 Suffolk St # 134-D,4300,1195000,2018,853,0,10002
9546,130-148 Suffolk St # 136-A,3295,129000,2000,825,0,10002
9547,130-148 Suffolk St # 136-C,3200,159000,2000,795,0,10002
9548,130-148 Suffolk St # 136-D,3300,124000,2000,853,0,10002
9549,130-148 Suffolk St # 138-A,4300,129000,2000,825,0,10002
9550,130-148 Suffolk St # 138-C,4200,,,,2,10002
9551,138-148 Suffolk St # 138-D,4300,124000,2000,853,0,10002
9552,130-148 Suffolk St # 140-A,4300,951019,2015,825,0,10002
9553,130-148 Suffolk St # 140-C,4200,124000,2000,795,0,10002
9554,140-148 Suffolk St # 140-D,4300,1195000,2017,853,0,10002
9555,130-148 Suffolk St # 142-A,3300,129000,2000,825,0,10002
9556,130-148 Suffolk St # 142-B,3150,756000,2006,765,0,10002
9557,130-148 Suffolk St # 142-C,3200,159000,2000,795,0,10002
9558,142-148 Suffolk St # 142-D,3300,124000,2000,853,0,10002
9559,130-148 Suffolk St # 130-A,3400,129000,2000,801,0,10002
9560,130-148 Suffolk St # 146-A,4300,710000,2016,825,0,10002
9561,130-148 Suffolk St # 146-C,4200,124000,2000,795,0,10002
9562,75 Allen St APT 4C,2250,,,,2,10002
9563,75 Allen St APT 3B,2280,74700,1992,250,0,10002
9564,75 Allen St APT 3C,2280,86000,2001,250,0,10002
9565,75 Allen St APT 4A,2280,,,,2,10002
9566,75 Allen St APT 4B,2280,95000,1999,250,0,10002
9567,75 Allen St APT 3A,2250,,,,2,10002
9568,75 Allen St APT 4D,2280,95000,2001,250,0,10002
9569,75 Allen St APT 5A,2262,,,,2,10002
9570,75 Allen St APT 5B,2280,238000,2012,250,0,10002
9571,75 Allen St APT 5C,2280,136925,2018,250,0,10002
9572,75 Allen St APT 5D,2280,,,,2,10002
9573,75 Allen St APT 6B,2280,,,,2,10002
9574,75 Allen St APT 6C,2280,,,,2,10002
9575,75 Allen St APT 6D,2280,,,,2,10002
9576,75 Allen St APT 3D,2300,250000,2007,400,0,10002
9577,75 Allen St APT 6A,2280,262000,2013,250,0,10002
9578,75 Allen St APT 2B,3105,300000,2004,508,0,10002
9579,75 Allen St APT 2A,2550,591888,2018,400,0,10002
9580,75 Allen St FRNT 1,2450,,,,2,10002
9581,142 Henry St,3250,1928500,2000,21297,0,10002
9582,142 Henry St,3750,300000,2017,1554,0,10002
9583,148 Madison St,3000,308000,2004,560,0,10002
9584,44-46 Market St # 4A,2750,490000,2009,454,0,10002
9585,44-46 Market St # 12A,3500,,,,2,10002
9586,44-46 Market St # 5B,3200,619096,2007,640,0,10002
9587,44-46 Market St # 4A,2750,,,,2,10002
9588,44-46 Market St # 10B,3915,616000,2013,864,0,10002
9589,44-46 Market St # 9A,2750,501930,2007,455,0,10002
9590,44-46 Market St # 8B,3260,666953,2009,700,0,10002
9591,44-46 Market St # 12B,3500,31000,2016,759,0,10002
9592,44-46 Market St # 10A,5800,125000,2012,864,0,10002
9593,44-46 Market St # 6B,3300,632843,2007,800,0,10002
9594,44-46 Market St # 7B,4226,828000,2018,1000,0,10002
9595,44-46 Market St # 4B,3246,620000,2007,569,0,10002
9596,44-46 Market St # 9B,3200,677136,2007,640,0,10002
9597,44-46 Market St # 6A,2750,465000,2007,455,0,10002
9598,44-46 Market St # 7A,2750,481650,2006,455,0,10002
9599,44-46 Market St # 5A,2750,461370,2006,455,0,10002
9600,44-46 Market St UNIT 8A,2750,495000,2012,455,0,10002
9601,44 Market St # 46,3200,750000,2004,16996,0,10002
9602,31 Monroe St,20000,,,,2,10002
9603,173 East Broadway # 175,6500,,,,2,10002
9604,173-175 East Broadway # 4A,3400,592393,2006,625,0,10002
9605,173-175 East Broadway # 5D,6200,1017231,2007,1360,0,10002
9606,173-175 East Broadway # 7C,5500,1079345,2006,1075,0,10002
9607,173-175 East Broadway # 9A,8500,1654656,2006,1480,0,10002
9608,173-175 East Broadway # 6C,7800,2650000,2018,1380,0,10002
9609,173-175 East Broadway # 6B,3600,738231,2006,710,0,10002
9610,173-175 East Broadway # 3A,3400,750000,2007,625,0,10002
9611,173-175 East Broadway # 4D,8995,1293177,2006,1525,0,10002
9612,173-175 East Broadway # C-2,8925,2438708,2008,1640,0,10002
9613,173-175 East Broadway # 10B,15495,3250000,2008,2590,0,10002
9614,173-175 East Broadway # 10A,7600,1425625,2006,1330,0,10002
9615,173-175 East Broadway # 3D,8995,1200000,2010,1535,0,10002
9616,173-175 East Broadway # 4B,3600,695418,2006,710,0,10002
9617,173-175 East Broadway # 7B,8800,1900000,2008,1515,0,10002
9618,173-175 East Broadway # 7A,7995,1603743,2006,1400,0,10002
9619,173-175 East Broadway # 8B,15500,2647450,2006,2590,0,10002
9620,173-175 East Broadway # 6D,6500,1170988,2006,1215,0,10002
9621,173-175 East Broadway # 2A,7800,237642,2009,1345,0,10002
9622,173-175 East Broadway # M,8500,2450000,2018,1435,0,10002
9623,173-175 East Broadway # 5A,3400,605858,2006,625,0,10002
9624,173-175 East Broadway # 2B,10000,2500000,2018,1815,0,10002
9625,173-175 East Broadway # 3B,3595,738231,2006,775,0,10002
9626,173-175 East Broadway # 6A,3400,585493,2006,625,0,10002
9627,173-175 East Broadway # 5C,6500,1310000,2007,1230,0,10002
9628,173 East Broadway # 175,6500,,,,2,10002
9629,173-175 East Broadway # 4A,3400,592393,2006,625,0,10002
9630,173-175 East Broadway # 5D,6200,1017231,2007,1360,0,10002
9631,173-175 East Broadway # 7C,5500,1079345,2006,1075,0,10002
9632,173-175 East Broadway # 9A,8500,1654656,2006,1480,0,10002
9633,173-175 East Broadway # 6C,7800,2650000,2018,1380,0,10002
9634,173-175 East Broadway # 6B,3600,738231,2006,710,0,10002
9635,173-175 East Broadway # 3A,3400,750000,2007,625,0,10002
9636,173-175 East Broadway # 4D,8995,1293177,2006,1525,0,10002
9637,173-175 East Broadway # C-2,8925,2438708,2008,1640,0,10002
9638,173-175 East Broadway # 10B,15495,3250000,2008,2590,0,10002
9639,173-175 East Broadway # 10A,7600,1425625,2006,1330,0,10002
9640,173-175 East Broadway # 3D,8995,1200000,2010,1535,0,10002
9641,173-175 East Broadway # 4B,3600,695418,2006,710,0,10002
9642,173-175 East Broadway # 7B,8800,1900000,2008,1515,0,10002
9643,173-175 East Broadway # 7A,7995,1603743,2006,1400,0,10002
9644,173-175 East Broadway # 8B,15500,2647450,2006,2590,0,10002
9645,173-175 East Broadway # 6D,6500,1170988,2006,1215,0,10002
9646,173-175 East Broadway # 2A,7800,237642,2009,1345,0,10002
9647,173-175 East Broadway # M,8500,2450000,2018,1435,0,10002
9648,173-175 East Broadway # 5A,3400,605858,2006,625,0,10002
9649,173-175 East Broadway # 2B,10000,2500000,2018,1815,0,10002
9650,173-175 East Broadway # 3B,3595,738231,2006,775,0,10002
9651,173-175 East Broadway # 6A,3400,585493,2006,625,0,10002
9652,173-175 East Broadway # 5C,6500,1310000,2007,1230,0,10002
9653,48 Hester St SUITE 1A,2705,117000,2000,474,0,10002
9654,48 Hester St APT 2A,3069,,,,2,10002
9655,48 Hester St APT 2B,3325,132000,1996,557,0,10002
9656,48 Hester St APT 2C,3500,588000,2009,778,0,10002
9657,48 Hester St APT 2D,2675,132000,1996,447,0,10002
9658,48 Hester St APT 2E,3200,196000,1999,688,0,10002
9659,48 Hester St APT 3A,3069,72500,2009,555,0,10002
9660,48 Hester St APT 3B,3050,,,,2,10002
9661,48 Hester St APT 3C,3400,,,,2,10002
9662,48 Hester St APT 3E,3200,33000,1998,688,0,10002
9663,48 Hester St APT 4B,3050,333800,2003,557,0,10002
9664,48 Hester St APT 4C,3400,,,,2,10002
9665,48 Hester St APT 4D,2675,133000,1996,447,0,10002
9666,48 Hester St APT 4E,3200,,,,2,10002
9667,48 Hester St APT 5A,3066,154500,1994,555,0,10002
9668,48 Hester St APT 5B,3350,160000,1999,700,0,10002
9669,48 Hester St APT 5C,3400,,,,2,10002
9670,48 Hester St APT 5D,2675,,,,2,10002
9671,48 Hester St APT 5E,3200,180000,2000,688,0,10002
9672,48 Hester St APT 6A,3066,158500,1992,555,0,10002
9673,48 Hester St APT 6B,3150,,,,2,10002
9674,48 Hester St APT 6C,3485,,,,2,10002
9675,48 Hester St APT 6D,2650,,,,2,10002
9676,48 Hester St APT 6E,3200,,,,2,10002
9677,48 Hester St APT 7A,3000,,,,2,10002
9678,51-53 Canal St # 2A,3150,142000,2000,513,0,10002
9679,51-53 Canal St # 2B,2800,135000,2000,477,0,10002
9680,51-53 Canal St # 2D,2350,300000,2010,382,0,10002
9681,51-53 Canal St # 2E,2350,460000,2018,382,0,10002
9682,51-53 Canal St # 2F,2390,100000,2000,376,0,10002
9683,51-53 Canal St # 2G,2350,180000,2006,376,0,10002
9684,51-53 Canal St # 2H,3617,400000,2006,724,0,10002
9685,51-53 Canal St # 2I,3695,383000,2006,719,0,10002
9686,51-53 Canal St # 3A,2988,,,,2,10002
9687,51-53 Canal St # 3B,2600,,,,2,10002
9688,51-53 Canal St # 3C,2600,,,,2,10002
9689,51-53 Canal St # 3D,2300,,,,2,10002
9690,51-53 Canal St # C2,3500,172000,1996,843,0,10002
9691,51-53 Canal St # 3F,2550,245000,2006,376,0,10002
9692,51-53 Canal St # 3G,2300,,,,2,10002
9693,51-53 Canal St # 3H,3400,510000,2011,724,0,10002
9694,51-53 Canal St # 4A,2988,208000,2009,513,0,10002
9695,51-53 Canal St # 4B,2600,,,,2,10002
9696,51-53 Canal St # 4C,2600,425000,2018,440,0,10002
9697,51-53 Canal St # 4E,2300,,,,2,10002
9698,51-53 Canal St # 4F,2300,133000,2000,376,0,10002
9699,51-53 Canal St # 4G,2300,287000,2010,376,0,10002
9700,51-53 Canal St # 4H,3400,402000,2012,724,0,10002
9701,51-53 Canal St # 5X,6400,,,,2,10002
9702,51-53 Canal St # 2A,3150,142000,2000,513,0,10002
9703,51-53 Canal St # 2B,2800,135000,2000,477,0,10002
9704,51-53 Canal St # 2D,2350,300000,2010,382,0,10002
9705,51-53 Canal St # 2E,2350,460000,2018,382,0,10002
9706,51-53 Canal St # 2F,2390,100000,2000,376,0,10002
9707,51-53 Canal St # 2G,2350,180000,2006,376,0,10002
9708,51-53 Canal St # 2H,3617,400000,2006,724,0,10002
9709,51-53 Canal St # 2I,3695,383000,2006,719,0,10002
9710,51-53 Canal St # 3A,2988,,,,2,10002
9711,51-53 Canal St # 3B,2600,,,,2,10002
9712,51-53 Canal St # 3C,2600,,,,2,10002
9713,51-53 Canal St # 3D,2300,,,,2,10002
9714,51-53 Canal St # C2,3500,172000,1996,843,0,10002
9715,51-53 Canal St # 3F,2550,245000,2006,376,0,10002
9716,51-53 Canal St # 3G,2300,,,,2,10002
9717,51-53 Canal St # 3H,3400,510000,2011,724,0,10002
9718,51-53 Canal St # 4A,2988,208000,2009,513,0,10002
9719,51-53 Canal St # 4B,2600,,,,2,10002
9720,51-53 Canal St # 4C,2600,425000,2018,440,0,10002
9721,51-53 Canal St # 4E,2300,,,,2,10002
9722,51-53 Canal St # 4F,2300,133000,2000,376,0,10002
9723,51-53 Canal St # 4G,2300,287000,2010,376,0,10002
9724,51-53 Canal St # 4H,3400,402000,2012,724,0,10002
9725,51-53 Canal St # 5X,6400,,,,2,10002
9726,51-53 Canal St # 5C,2550,,,,2,10002
9727,21 Ludlow St,3200,5350000,2006,23950,0,10002
9728,78 Ridge St APT 3B,6500,967337,2013,1200,0,10002
9729,78 Ridge St APT 2C,4700,,,,2,10002
9730,78 Ridge St APT 1E,6995,,,,2,10002
9731,78 Ridge St APT 1H,6900,,,,2,10002
9732,78 Ridge St APT 1D,6000,,,,2,10002
9733,78 Ridge St APT 5H,4400,600767,2013,1200,0,10002
9734,78 Ridge St APT 3A,6500,,,,2,10002
9735,78 Ridge St APT 5A,7657,,,,2,10002
9736,78 Ridge St APT 5C,3200,365040,2012,566,0,10002
9737,78 Ridge St APT 1G,7000,,,,2,10002
9738,78 Ridge St APT 2F,5295,,,,2,10002
9739,78 Ridge St APT 4A,7800,865512,2014,1427,0,10002
9740,78 Ridge St APT 1F,14000,,,,2,10002
9741,78 Ridge St APT 2B,6900,,,,2,10002
9742,78 Ridge St APT 5F,3000,866500,2017,467,0,10002
9743,78 Ridge St APT 6B,6900,,,,2,10002
9744,78 Ridge St APT 1C,14000,,,,2,10002
9745,78 Ridge St APT 1B,8450,,,,2,10002
9746,78 Ridge St APT 4B,3325,405600,2013,1131,0,10002
9747,78 Ridge St APT 2A,6495,,,,2,10002
9748,78 Ridge St APT 3E,3400,496860,2010,700,0,10002
9749,78 Ridge St APT 3F,4400,720921,2013,900,0,10002
9750,78 Ridge St APT 4H,3300,557797,2008,600,0,10002
9751,78 Ridge St APT 3G,3595,587895,2009,800,0,10002
9752,78 Ridge St APT 6A,6500,1629200,2016,1006,0,10002
9753,154 Attorney St,20000,704000,2011,3500,0,10002
9754,20 Clinton St APT 3D,4600,1326250,2017,985,0,10002
9755,20 Clinton St APT 6E,3995,1100000,2013,901,0,10002
9756,20 Clinton St APT 2E,4371,880786,2006,950,0,10002
9757,20 Clinton St APT 3B,3500,805000,2008,763,0,10002
9758,20 Clinton St FRNT 1,11000,,,,2,10002
9759,71 Clinton St APT 20,3450,,,,2,10002
9760,42 Clinton St APT 20,2695,,,,2,10002
9761,103-105 Norfolk St,16500,1795000,2014,2494,0,10002
9762,115 Norfolk St,11000,,,,2,10002
9763,100 Norfolk St,10500,935000,2018,2000,0,10002
9764,71 Ludlow St APT 3A,9500,1650000,2013,1646,0,10002
9765,71 Ludlow St APT 4C,6150,1198145,2018,1575,0,10002
9766,71 Ludlow St APT 4A,9650,2485000,2018,1646,0,10002
9767,71 Ludlow St APT 6A,13500,2217523,2008,2150,0,10002
9768,71 Ludlow St APT 3B,8750,1527375,2013,1650,0,10002
9769,71 Ludlow St APT 2C,6495,1181170,2013,1575,0,10002
9770,71 Ludlow St APT 2B,10000,1110037,2009,1756,0,10002
9771,71 Ludlow St APT 6C,23500,3232943,2013,3477,0,10002
9772,71 Ludlow St APT 3C,6495,1235000,2013,1575,0,10002
9773,71 Ludlow St APT 2A,8750,1247356,2014,1646,0,10002
9774,71 Ludlow St APT 4B,13500,1952180,2008,2253,0,10002
9775,71 Ludlow St APT 5A,8750,1370048,2008,1646,0,10002
9776,71 Ludlow St APT 5C,11000,1526737,2008,1762,0,10002
9777,242 Broome St # 9D,8750,,,,2,10002
9778,242 Broome St # 8C,10000,,,,2,10002
9779,242 Broome St # 11E,7650,,,,2,10002
9780,242 Broome St # PHB,21183,,,,2,10002
9781,242 Broome St # 12B,14000,,,,2,10002
9782,242 Broome St # 12E,7615,,,,2,10002
9783,242 Broome St # PHC,18582,,,,2,10002
9784,242 Broome St # 11C,8750,,,,2,10002
9785,242 Broome St # 10D,8750,,,,2,10002
9786,242 Broome St # 7C,11000,2400000,2018,1376,0,10002
9787,242 Broome St # 14A,5850,,,,2,10002
9788,242 Broome St # 10F,7800,,,,2,10002
9789,242 Broome St # 5B,4900,,,,2,10002
9790,242 Broome St # B,16691,,,,2,10002
9791,242 Broome St # 6C,6200,,,,2,10002
9792,242 Broome St # 11A,9567,,,,2,10002
9793,242 Broome St # 11D,4400,,,,2,10002
9794,242 Broome St # 6B,14250,,,,2,10002
9795,242 Broome St # 10B,4400,,,,2,10002
9796,242 Broome St # 9E,4400,1385000,2018,766,0,10002
9797,242 Broome St # 9B,4400,,,,2,10002
9798,242 Broome St # 10E,4400,,,,2,10002
9799,242 Broome St # PHA,19000,5150000,2018,2111,0,10002
9800,242 Broome St # 8F,7800,,,,2,10002
9801,242 Broome St # 8E,4400,,,,2,10002
9802,133 Essex St,3195,9600000,2006,530,0,10002
9803,196 Orchard St,3395,,,,2,10002
9804,101 Allen St APT 2B,2300,325000,2006,326,0,10002
9805,101 Allen St APT 2D,2100,,,,2,10002
9806,101 Allen St APT 3A,2195,290000,2014,326,0,10002
9807,101 Allen St APT 3B,2195,92000,1997,326,0,10002
9808,101 Allen St APT 3C,2075,460000,2017,232,0,10002
9809,101 Allen St APT 3D,2100,138000,2003,232,0,10002
9810,101 Allen St APT 4A,2195,,,,2,10002
9811,101 Allen St APT 4D,2100,85000,2013,232,0,10002
9812,101 Allen St APT 5A,2195,248000,2014,326,0,10002
9813,101 Allen St APT 2C,2075,172000,2006,232,0,10002
9814,101 Allen St APT 5B,2300,330000,2018,326,0,10002
9815,101 Allen St APT 5D,2150,230000,2015,232,0,10002
9816,101 Allen St APT 5C,2075,230000,2015,232,0,10002
9817,101 Allen St APT 4C,2100,360000,2018,232,0,10002
9818,101 Allen St APT 4B,2350,260000,2007,400,0,10002
9819,101 Allen St APT 2A,2300,330000,2015,326,0,10002
9820,113 Eldridge St APT 2D,2500,159402,2003,410,0,10002
9821,113 Eldridge St APT 3A,2500,163508,2003,450,0,10002
9822,113 Eldridge St APT 3B,2500,151000,2003,420,0,10002
9823,113 Eldridge St APT 3D,2500,146270,2003,410,0,10002
9824,113 Eldridge St APT 4A,4400,607500,2018,906,0,10002
9825,113 Eldridge St APT 4B,4000,109998,2010,823,0,10002
9826,113 Eldridge St APT 4D,3500,269623,2003,450,0,10002
9827,113 Eldridge St APT 2A,2500,161500,2003,450,0,10002
9828,113 Eldridge St APT 2C,2723,164500,2003,484,0,10002
9829,113 Eldridge St APT 4C,5295,405600,2006,973,0,10002
9830,113 Eldridge St APT 3C,3000,537000,2016,484,0,10002
9831,113 Eldridge St APT 2B,2500,460000,2015,420,0,10002
9832,113 Eldridge St APT 5D,2700,,,,2,10002
9833,302 Broome St # 1A,3349,1726000,2013,673,0,10002
9834,302 Broome St APT 4B,3465,133000,1995,523,0,10002
9835,302 Broome St APT 3B,3500,735000,2018,673,0,10002
9836,302 Broome St APT 6A,3500,510000,2012,600,0,10002
9837,302 Broome St APT 6B,3465,250000,2006,523,0,10002
9838,302 Broome St APT 5A,3800,755000,2015,800,0,10002
9839,302 Broome St APT 5B,3462,490000,2012,523,0,10002
9840,302 Broome St APT 5B,3462,,,,2,10002
9841,302 Broome St APT 3A,3375,158000,1998,612,0,10002
9842,302 Broome St APT 4A,3700,,,,2,10002
9843,204 Forsyth St,12750,3360225,2018,2773,0,10002
9844,195 Bowery,3200,,,,2,10002
9845,199 Bowery,3250,525000,2014,65869,0,10002
9846,215 Chrystie St,3429,50000000,2013,231877,0,10002
9847,185 East Broadway,3000,6100000,2018,6416,0,10002
9848,38 Canal St,3684,5250000,2018,1880,0,10002
9849,30 Orchard St,14000,3104500,2014,2477,0,10002
9850,30 Orchard St,3800,,,,2,10002
9851,27 Essex St FRNT 2,3100,,,,2,10002
9852,27 Essex St FRONT 1B,3315,,,,2,10002
9853,27 Essex St APT 3A,2200,95000,1998,366,0,10002
9854,27 Essex St APT 3B,2250,95000,1998,373,0,10002
9855,27 Essex St APT 5A,2650,650000,2017,364,0,10002
9856,27 Essex St APT 4B,2300,65503,2010,365,0,10002
9857,27 Essex St APT 2A,3000,725000,2017,550,0,10002
9858,27 Essex St FRONT 1A,6500,,,,2,10002
9859,27 Essex St APT 2B,2695,,,,2,10002
9860,27 Essex St APT 5B,2600,660000,2018,400,0,10002
9861,27 Essex St APT 4A,2600,330000,2014,364,0,10002
9862,27 1/2 Essex St APT 4,3200,,,,2,10002
9863,265 E Houston St,14056,3200000,2018,1714,0,10002
9864,115 Allen St,11000,2400000,2003,2610,0,10002
9865,115 Allen St,23000,2325000,2011,3477,0,10002
9866,193 Eldridge St APT 3,4500,,,,2,10002
9867,193 Eldridge St APT 4,6000,,,,2,10002
9868,153 Bowery,12450,,,,2,10002
9869,215 Bowery APT 2R,5800,1850000,2006,973,0,10002
9870,215 Bowery APT 3R,5800,11500,2013,964,0,10002
9871,215 Bowery FRONT 1,8150,412500,1997,1555,0,10002
9872,215 Bowery APT 5F,4100,678000,2011,707,0,10002
9873,215 Bowery APT 5R,5800,999900,2012,974,0,10002
9874,215 Bowery APT 4R,5800,800000,2006,964,0,10002
9875,215 Bowery APT 3F,4100,600000,2006,717,0,10002
9876,215 Bowery APT 2F,4000,1850000,2006,708,0,10002
9877,215 Bowery APT 4F,3800,1100000,2018,1000,0,10002
9878,255 Bowery,11000,,,,2,10002
9879,255 Bowery,10000,,,,2,10002
9880,255 Bowery,10000,,,,2,10002
9881,249 Eldridge St APT 3,3199,,,,2,10002
9882,215 East Broadway,3195,7000000,2018,8524,0,10002
9883,161 Bowery APT 3,4695,,,,2,10002
9884,48 Clinton St,20000,,,,2,10002
9885,201 Chrystie St,2925,845478,2018,5000,0,10002
9886,2 Allen St,3469,,,,2,10002
9887,180 Orchard St,3300,25250000,2016,10778,0,10002
9888,180 Orchard St,3200,15000000,2015,21700,0,10002
9889,180 Orchard St,3230,,,,2,10002
9890,305 W 112th St,9987,1811000,2014,3359,0,10026
9891,732 W End Ave APT 8,11000,3140000,2014,1777,0,10025
9892,750 Columbus Ave APT 8M,2859,,,,2,10025
9893,991 Amsterdam Ave APT 8,3000,,,,2,10025
9894,940 Amsterdam Ave APT 8,3195,,,,2,10025
9895,926 Amsterdam Ave APT 8,3395,,,,2,10025
9896,971 Columbus Ave APT 8,4400,,,,2,10025
9897,967 Columbus Ave APT 8,5000,,,,2,10025
9898,795 Columbus Ave APT 8M,2195,,,,2,10025
9899,714 Amsterdam Ave APT 8,3195,,,,2,10025
9900,784 Columbus Ave APT 8M,4050,,,,2,10025
9901,949 Columbus Ave APT 8,2850,,,,2,10025
9902,8 Manhattan Ave,2992,,,,2,10025
9903,8 Manhattan Ave APT 2B,3100,,,,2,10025
9904,2 Manhattan Ave APT 8,2685,,,,2,10025
9905,8 Manhattan Ave APT B,2800,,,,2,10025
9906,8 Manhattan Ave APT 2A,5910,,,,2,10025
9907,8 Manhattan Ave APT 1C,2992,,,,2,10025
9908,8 Manhattan Ave APT 1A,3595,,,,2,10025
9909,220 Manhattan Ave APT 8M,3450,,,,2,10025
9910,220 Manhattan Ave APT 4U,3450,565000,2006,825,0,10025
9911,220 Manhattan Ave APT 4N,3450,,,,2,10025
9912,220 Manhattan Ave APT 4J,2950,444000,2007,620,0,10025
9913,220 Manhattan Ave APT 4F,3000,469000,2013,648,0,10025
9914,220 Manhattan Ave APT 4E,2850,107000,1999,589,0,10025
9915,220 Manhattan Ave APT 4A,3000,,,,2,10025
9916,220 Manhattan Ave APT 4B,2874,59500,1995,589,0,10025
9917,220 Manhattan Ave APT 4C,4300,145000,1996,1110,0,10025
9918,220 Manhattan Ave APT 4D,4000,,,,2,10025
9919,220 Manhattan Ave APT 4G,3000,175000,2001,640,0,10025
9920,220 Manhattan Ave APT 4H,3600,,,,2,10025
9921,220 Manhattan Ave APT 4K,3500,625000,2013,846,0,10025
9922,220 Manhattan Ave APT 4L,3450,,,,2,10025
9923,220 Manhattan Ave APT 4M,3450,,,,2,10025
9924,220 Manhattan Ave APT 4P,3190,,,,2,10025
9925,220 Manhattan Ave APT 4R,3450,,,,2,10025
9926,220 Manhattan Ave APT 4S,3500,,,,2,10025
9927,220 Manhattan Ave APT 4T,3500,,,,2,10025
9928,220 Manhattan Ave APT 4V,3600,96500,1996,963,0,10025
9929,150 Manhattan Ave # 4,2695,,,,2,10025
9930,150 Manhattan Ave APT 4B,2650,,,,2,10025
9931,943 Columbus Ave APT 2B,2595,,,,2,10025
9932,943 Columbus Ave APT 2C,2595,,,,2,10025
9933,943 Columbus Ave APT 5A,2595,,,,2,10025
9934,943 Columbus Ave APT 1B,2445,,,,2,10025
9935,943 Columbus Ave APT 4A,2575,,,,2,10025
9936,943 Columbus Ave APT 3A,2595,,,,2,10025
9937,943 Columbus Ave APT 4B,2595,,,,2,10025
9938,943 Columbus Ave APT 2D,2495,,,,2,10025
9939,943 Columbus Ave APT 3C,2400,,,,2,10025
9940,943 Columbus Ave APT 2A,2400,,,,2,10025
9941,943 Columbus Ave APT 4C,2445,,,,2,10025
9942,943 Columbus Ave APT 4D,2595,,,,2,10025
9943,943 Columbus Ave APT 5D,2595,,,,2,10025
9944,943 Columbus Ave APT 3B,2595,,,,2,10025
9945,973 Columbus Ave APT 3C,2850,,,,2,10025
9946,973 Columbus Ave APT 3D,2690,,,,2,10025
9947,973 Columbus Ave APT 4C,2699,,,,2,10025
9948,973 Columbus Ave APT 4D,2750,,,,2,10025
9949,973 Columbus Ave APT 1A,2295,,,,2,10025
9950,973 Columbus Ave APT 2D,2695,,,,2,10025
9951,973 Columbus Ave APT 5C,2900,,,,2,10025
9952,973 Columbus Ave APT 5D,2695,,,,2,10025
9953,973 Columbus Ave APT 1B,2295,,,,2,10025
9954,973 Columbus Ave APT 4A,2390,,,,2,10025
9955,973 Columbus Ave APT 4B,2150,,,,2,10025
9956,973 Columbus Ave APT 2B,2295,,,,2,10025
9957,973 Columbus Ave APT 3B,2900,,,,2,10025
9958,973 Columbus Ave APT 5B,2900,,,,2,10025
9959,973 Columbus Ave APT 2A,2900,,,,2,10025
9960,973 Columbus Ave APT 3A,2295,,,,2,10025
9961,302 W 112th St APT 1A,2725,,,,2,10026
9962,310 W 112th St APT 2B,2575,,,,2,10026
9963,310 W 112th St APT 5B,2550,,,,2,10026
9964,309 W 113th St APT 4A,2350,,,,2,10026
9965,309 W 113th St APT 3A,2350,,,,2,10026
9966,309 W 113th St APT 1B,2500,,,,2,10026
9967,309 W 113th St APT 1A,2750,,,,2,10026
9968,307 W 113th St APT 2A,2360,,,,2,10026
9969,307 W 113th St APT 1A,2360,,,,2,10026
9970,307 W 113th St APT 5A,2350,,,,2,10026
