,address,rent,sold,sold year,sqft,var,zipcode
5874,225 W 10th St APT 4B,3650,292032,2006,500,0,10014
5875,225 W 10th St APT 3D,3510,820000,2014,505,0,10014
5876,225 W 10th St APT 3C,3500,274743,2006,432,0,10014
5877,225 W 10th St APT 3B,3600,760000,2012,500,0,10014
5878,225 W 10th St APT 2D,3600,880000,2014,505,0,10014
5879,225 W 10th St APT 2A,3664,625000,2008,473,0,10014
5880,225 W 10th St APT 1D,3595,314616,2006,505,0,10014
5881,225 W 10th St APT 1B,4000,311502,2006,500,0,10014
5882,225 W 10th St APT D,3900,558917,2006,495,0,10014
5883,225 W 10th St APT C,3695,262101,2006,439,0,10014
5884,225 W 10th St APT B,3175,500000,2010,475,0,10014
5885,225 W 10th St APT 2B,3700,305012,2006,500,0,10014
5886,225 W 10th St APT 3A,3175,437415,2006,473,0,10014
5887,225 W 10th St FRNT 1,3325,,,,2,10014
5888,223 W 10th St,2950,,,,2,10014
5889,92 Perry St # D,3617,9035503,2018,724,0,10014
5890,92 Perry St APT 7,3500,366296,2007,418,0,10014
5891,92 Perry St APT 18,4300,1330000,2017,656,0,10014
5892,92 Perry St APT 21,4275,1350000,2018,645,0,10014
5893,92 Perry St APT 9,4275,824200,2008,646,0,10014
5894,92 Perry St APT 11,3575,646588,2008,418,0,10014
5895,92 Perry St APT 8,4200,1195000,2016,546,0,10014
5896,92 Perry St APT 5,4200,1260000,2017,654,0,10014
5897,92 Perry St APT 14,4300,925000,2010,656,0,10014
5898,92 Perry St APT 4,,999000,2017,546,1,10014
5899,92 Perry St APT 15,3575,707683,2008,418,0,10014
5900,92 Perry St APT 6,4300,890968,2007,656,0,10014
5901,92 Perry St APT 12,3988,824200,2008,546,0,10014
5902,92 Perry St APT 12A,4275,875000,2007,650,0,10014
5903,92 Perry St APT 3,4100,985000,2016,418,0,10014
5904,92 Perry St APT 17,4200,1250000,2014,646,0,10014
5905,92 Perry St APT 10,4215,900000,2009,656,0,10014
5906,92 Perry St APT 20,3988,633607,2009,546,0,10014
5907,92 Perry St APT 19,3500,830000,2014,418,0,10014
5908,92 Perry St APT 2,4300,885000,2010,656,0,10014
5909,92 Perry St APT 16,3988,1350000,2018,546,0,10014
5910,92 Perry St APT 12A,4400,,,,2,10014
5911,92 Perry St APT 14,4400,,,,2,10014
5912,92 Perry St APT 4,4000,,,,2,10014
5913,92 Perry St APT 4,4000,,,,2,10014
5914,92 Perry St # D,3617,9035503,2018,724,0,10014
5915,92 Perry St APT 7,3500,366296,2007,418,0,10014
5916,92 Perry St APT 18,4300,1330000,2017,656,0,10014
5917,92 Perry St APT 21,4275,1350000,2018,645,0,10014
5918,92 Perry St APT 9,4275,824200,2008,646,0,10014
5919,92 Perry St APT 11,3575,646588,2008,418,0,10014
5920,92 Perry St APT 8,4200,1195000,2016,546,0,10014
5921,92 Perry St APT 5,4200,1260000,2017,654,0,10014
5922,92 Perry St APT 14,4300,925000,2010,656,0,10014
5923,92 Perry St APT 4,,999000,2017,546,1,10014
5924,92 Perry St APT 15,3575,707683,2008,418,0,10014
5925,92 Perry St APT 6,4300,890968,2007,656,0,10014
5926,92 Perry St APT 12,3988,824200,2008,546,0,10014
5927,92 Perry St APT 12A,4275,875000,2007,650,0,10014
5928,92 Perry St APT 3,4100,985000,2016,418,0,10014
5929,92 Perry St APT 17,4200,1250000,2014,646,0,10014
5930,92 Perry St APT 10,4215,900000,2009,656,0,10014
5931,92 Perry St APT 20,3988,633607,2009,546,0,10014
5932,92 Perry St APT 19,3500,830000,2014,418,0,10014
5933,92 Perry St APT 2,4300,885000,2010,656,0,10014
5934,92 Perry St APT 16,3988,1350000,2018,546,0,10014
5935,92 Perry St APT 12A,4400,,,,2,10014
5936,92 Perry St APT 14,4400,,,,2,10014
5937,92 Perry St APT 4,4000,,,,2,10014
5938,92 Perry St APT 4,4000,,,,2,10014
5939,77 Horatio St # 1A,8200,2700000,2015,1200,0,10014
5940,77 Horatio St # 3D,9295,,,,2,10014
5941,77 Horatio St APT 1B,6826,2427000,2015,1200,0,10014
5942,77 Horatio St APT 2B,4600,,,,2,10014
5943,77 Horatio St APT 3A,4895,355000,1998,780,0,10014
5944,77 Horatio St APT 3B,4400,1500000,2014,725,0,10014
5945,77 Horatio St APT 4A,4300,2740000,2018,548,0,10014
5946,77 Horatio St APT 4B,6100,2740000,2018,930,0,10014
5947,77 Horatio St APT GA,13000,2450000,2013,1859,0,10014
5948,77 Horatio St APT 2C,5295,1425000,2015,719,0,10014
5949,77 Horatio St APT 2A,5500,1152000,2006,782,0,10014
5950,77 Horatio St APT 3C,11000,1395000,2016,1859,0,10014
5951,77 Horatio St APT GA,13000,,,,2,10014
5952,77 Horatio St APT GB,9500,650000,1999,1490,0,10014
5953,77 Horatio St APT 4C,4250,,,,2,10014
5954,63 Downing Street #PHB,16000,4900000,2014,2100,0,10014
5955,10 Bedford St # 3,9650,2450000,2006,1414,0,10014
5956,3 Bedford St APT 3A,5000,90000,1999,825,0,10014
5957,3 Bedford St APT 3B,6500,605858,2004,999,0,10014
5958,27 Bedford St APT 3B,3092,,,,2,10014
5959,37 1/2 Bedford St APT 3B,2949,,,,2,10014
5960,14 Bedford St APT 3,3550,,,,2,10014
5961,78 Bedford St APT 3B,3500,,,,2,10014
5962,35 Bedford St APT 3,2750,,,,2,10014
5963,25 Bedford St APT 3,3557,,,,2,10014
5964,36 Bedford St APT 3,6826,,,,2,10014
5965,89 Bedford St APT 3,5990,,,,2,10014
5966,81 Bedford St APT 3B,4000,,,,2,10014
5967,41 Bedford St APT 3B,2750,,,,2,10014
5968,87 Bedford St APT 3,6500,,,,2,10014
5969,106 Bedford St APT 3B,2800,,,,2,10014
5970,85 Bedford St APT 3,3206,1606875,2009,4932,0,10014
5971,26 Bedford St APT 3B,6250,,,,2,10014
5972,3 Bedford St PENTHOUSE B,9750,1000000,2018,1476,0,10014
5973,3 Bedford St PENTHOUSE A,8750,,,,2,10014
5974,3 Bedford St APT 5A,5000,,,,2,10014
5975,3 Bedford St APT 4A,5100,272500,1996,825,0,10014
5976,3 Bedford St APT 1B,6900,,,,2,10014
5977,3 Bedford St APT 1A,8500,10,2018,1286,0,10014
5978,3 Bedford St APT 2A,5000,649000,2003,825,0,10014
5979,3 Bedford St APT 2B,7500,1225000,2006,1200,0,10014
5980,2 Cornelia St APT 203,8950,,,,2,10014
5981,2 Cornelia St APT 606,4895,881000,2006,800,0,10014
5982,18 Cornelia St # 2,2725,,,,2,10014
5983,2 Cornelia St # 7,8500,1850000,2014,1276,0,10014
5984,2 Cornelia St # 5,8500,1750000,2016,1276,0,10014
5985,2 Cornelia St # 6,8500,460000,1999,1276,0,10014
5986,2 Cornelia St # 11,8750,1269536,2008,1276,0,10014
5987,17 Cornelia St APT 2C,5400,1350000,2011,1068,0,10014
5988,2 Cornelia St # 9,8600,1800000,2008,1276,0,10014
5989,26 Cornelia St APT 2,3200,,,,2,10014
5990,24 Cornelia St APT 2,3150,,,,2,10014
5991,26 Cornelia St APT 2,3095,,,,2,10014
5992,22 Cornelia St APT 2,3150,,,,2,10014
5993,12 Cornelia St APT 2C,4000,,,,2,10014
5994,37 Cornelia St APT 2,6577,,,,2,10014
5995,7 Cornelia St FRNT 2,3695,,,,2,10014
5996,7 Cornelia St APT 2C,6650,,,,2,10014
5997,2 Cornelia St # 8,8500,1700000,2014,1276,0,10014
5998,20 Cornelia St APT 2,3650,,,,2,10014
5999,1 Sheridan Sq APT 7A,2900,,,,2,10014
6000,1 Sheridan Sq APT 2B,2950,,,,2,10014
6001,1 Sheridan Sq APT 7B,2950,,,,2,10014
6002,1 Sheridan Sq APT 6E,3000,,,,2,10014
6003,1 Sheridan Sq APT 2F,3000,,,,2,10014
6004,1 Sheridan Sq APT 3F,3000,486000,2009,453,0,10014
6005,1 Sheridan Sq APT 6F,3000,,,,2,10014
6006,1 Sheridan Sq PH N,3735,,,,2,10014
6007,2 Sheridan Sq APT 1,3300,,,,2,10014
6008,1 Sheridan Sq # 2,3042,750000,2015,400,0,10014
6009,1 Sheridan Sq # 3,3000,,,,2,10014
6010,1 Sheridan Sq APT 8A,3000,250000,2000,362,0,10014
6011,1 Sheridan Sq APT 3E,3025,758000,2016,377,0,10014
6012,1 Sheridan Sq APT 3B,3000,1550000,2014,425,0,10014
6013,1 Sheridan Sq APT 4B,3000,,,,2,10014
6014,1 Sheridan Sq APT 5B,3000,,,,2,10014
6015,1 Sheridan Sq APT 6B,2950,225000,2000,392,0,10014
6016,1 Sheridan Sq APT 6D,2995,517000,2006,440,0,10014
6017,1 Sheridan Sq APT 8B,3000,,,,2,10014
6018,1 Sheridan Sq APT 2C,3100,,,,2,10014
6019,1 Sheridan Sq APT 3C,3078,790000,2018,466,0,10014
6020,1 Sheridan Sq APT 4C,3000,900000,2018,460,0,10014
6021,1 Sheridan Sq APT 5C,3200,,,,2,10014
6022,1 Sheridan Sq APT 6C,3000,,,,2,10014
6023,1 Sheridan Sq APT 7C,3078,,,,2,10014
6024,147 Waverly Pl,8900,14850000,2013,1459,0,10014
6025,147 Waverly Pl,3150,2520000,2008,44820,0,10014
6026,421 Hudson St,5700,2000000,2017,898,0,10014
6027,421 Hudson St,5750,2150000,2015,898,0,10014
6028,421 Hudson St,8000,2520168,2014,1687,0,10014
6029,43 Clarkson St,20000,,,,2,10014
6030,160 Leroy Street #NORTH10B,16800,10500000,2018,2792,0,10014
6031,1 Morton Square #PHL6AE,16500,4600000,2013,2000,0,10014
6032,130 Barrow St # 162T1,6734,975000,2012,933,0,10014
6033,130 Barrow St APT 101,5700,493000,1998,900,0,10014
6034,130 Barrow St APT 208,4350,,,,2,10014
6035,130 Barrow St APT 308,3900,965000,2012,676,0,10014
6036,130 Barrow St APT 318,4995,750000,2010,756,0,10014
6037,130 Barrow St APT 416,4100,1075000,2013,699,0,10014
6038,130 Barrow St PENTHOUSE 3,6995,,,,2,10014
6039,130 Barrow St APT 516,7329,,,,2,10014
6040,130 Barrow St APT 510,6826,,,,2,10014
6041,130 Barrow St APT 520,9750,,,,2,10014
6042,130 Barrow St # 162T5,5000,,,,2,10014
6043,130 Barrow St # 162T6,5600,,,,2,10014
6044,130 Barrow St # 162T2,4025,,,,2,10014
6045,130 Barrow St # 162T3,4350,,,,2,10014
6046,130 Barrow St # 162T4,5325,,,,2,10014
6047,130 Barrow St # PH18,6457,,,,2,10014
6048,130 W 12th St,29995,13084512,2012,3875,0,10011
6049,155 W 11th St,28000,15806473,2018,3486,0,10011
6050,155 W 11th St,26000,29560366,2017,4442,0,10011
6051,155 W 11th St,25000,12797205,2017,2295,0,10011
6052,155 W 11th St,26000,4750000,2017,5587,0,10011
6053,155 W 11th St,28000,15806473,2018,3486,0,10011
6054,155 W 11th St,26000,29560366,2017,4442,0,10011
6055,155 W 11th St,25000,12797205,2017,2295,0,10011
6056,155 W 11th St,26000,4750000,2017,5587,0,10011
6057,160 W 12th St,8500,3064932,2015,1287,0,10011
6058,160 W 12th St,26000,33641696,2016,5091,0,10011
6059,160 W 12th St,8500,3064932,2015,1287,0,10011
6060,160 W 12th St,26000,33641696,2016,5091,0,10011
6061,175 W 12th St APT 12H,4895,182000,1997,800,0,10011
6062,175 W 12th St APT 12K,3600,,,,2,10011
6063,175 W 12th St APT 12N,3100,960000,2017,500,0,10011
6064,175 W 12th St APT 7L,3500,,,,2,10011
6065,175 W 12th St APT 8N,3100,510000,2012,490,0,10011
6066,175 W 12th St APT 9E,5200,,,,2,10011
6067,175 W 12th St APT 9K,3500,,,,2,10011
6068,175 W 12th St APT 10L,3505,,,,2,10011
6069,175 W 12th St APT 4D,7800,,,,2,10011
6070,175 W 12th St APT 6H,4895,225000,1998,800,0,10011
6071,175 W 12th St APT 14E,5375,540000,2004,879,0,10011
6072,175 W 12th St APT 3B,6200,,,,2,10011
6073,175 W 12th St APT 4M,3100,544763,2011,485,0,10011
6074,175 W 12th St APT 5H,5800,,,,2,10011
6075,175 W 12th St APT 5M,3100,501930,2006,485,0,10011
6076,175 W 12th St APT 11D,8500,,,,2,10011
6077,175 W 12th St APT 6K,3500,125000,1997,550,0,10011
6078,175 W 12th St APT 14G,5375,825000,2009,877,0,10011
6079,175 W 12th St APT 14L,3800,1272812,2016,616,0,10011
6080,175 W 12th St APT 20C,5600,1890000,2017,923,0,10011
6081,175 W 12th St APT 9C,3100,250000,2000,500,0,10011
6082,175 W 12th St APT 3M,3150,,,,2,10011
6083,175 W 12th St APT 12H,4895,182000,1997,800,0,10011
6084,175 W 12th St APT 12K,3600,,,,2,10011
6085,175 W 12th St APT 12N,3100,960000,2017,500,0,10011
6086,175 W 12th St APT 7L,3500,,,,2,10011
6087,175 W 12th St APT 8N,3100,510000,2012,490,0,10011
6088,175 W 12th St APT 9E,5200,,,,2,10011
6089,175 W 12th St APT 9K,3500,,,,2,10011
6090,175 W 12th St APT 10L,3505,,,,2,10011
6091,175 W 12th St APT 4D,7800,,,,2,10011
6092,175 W 12th St APT 6H,4895,225000,1998,800,0,10011
6093,175 W 12th St APT 14E,5375,540000,2004,879,0,10011
6094,175 W 12th St APT 3B,6200,,,,2,10011
6095,175 W 12th St APT 4M,3100,544763,2011,485,0,10011
6096,175 W 12th St APT 5H,5800,,,,2,10011
6097,175 W 12th St APT 5M,3100,501930,2006,485,0,10011
6098,175 W 12th St APT 11D,8500,,,,2,10011
6099,175 W 12th St APT 6K,3500,125000,1997,550,0,10011
6100,175 W 12th St APT 14G,5375,825000,2009,877,0,10011
6101,175 W 12th St APT 14L,3800,1272812,2016,616,0,10011
6102,175 W 12th St APT 20C,5600,1890000,2017,923,0,10011
6103,175 W 12th St APT 9C,3100,250000,2000,500,0,10011
6104,175 W 12th St APT 3M,3150,,,,2,10011
6105,175 W 12th St APT 12H,4895,182000,1997,800,0,10011
6106,175 W 12th St APT 12K,3600,,,,2,10011
6107,175 W 12th St APT 12N,3100,960000,2017,500,0,10011
6108,175 W 12th St APT 7L,3500,,,,2,10011
6109,175 W 12th St APT 8N,3100,510000,2012,490,0,10011
6110,175 W 12th St APT 9E,5200,,,,2,10011
6111,175 W 12th St APT 9K,3500,,,,2,10011
6112,175 W 12th St APT 10L,3505,,,,2,10011
6113,175 W 12th St APT 4D,7800,,,,2,10011
6114,175 W 12th St APT 6H,4895,225000,1998,800,0,10011
6115,175 W 12th St APT 14E,5375,540000,2004,879,0,10011
6116,175 W 12th St APT 3B,6200,,,,2,10011
6117,175 W 12th St APT 4M,3100,544763,2011,485,0,10011
6118,175 W 12th St APT 5H,5800,,,,2,10011
6119,175 W 12th St APT 5M,3100,501930,2006,485,0,10011
6120,175 W 12th St APT 11D,8500,,,,2,10011
6121,175 W 12th St APT 6K,3500,125000,1997,550,0,10011
6122,175 W 12th St APT 14G,5375,825000,2009,877,0,10011
6123,175 W 12th St APT 14L,3800,1272812,2016,616,0,10011
6124,175 W 12th St APT 20C,5600,1890000,2017,923,0,10011
6125,175 W 12th St APT 9C,3100,250000,2000,500,0,10011
6126,175 W 12th St APT 3M,3150,,,,2,10011
6127,45 Christopher St APT 1A,5700,1650000,2011,793,0,10014
6128,45 Christopher St APT 1D,,800000,2008,522,1,10014
6129,45 Christopher St APT 2A,6500,,,,2,10014
6130,45 Christopher St APT 2B,6350,550000,1997,1210,0,10014
6131,45 Christopher St APT 2C,6495,1100000,2010,900,0,10014
6132,45 Christopher St APT 2D,3500,750000,2010,585,0,10014
6133,45 Christopher St APT 2E,8900,3600000,2018,1200,0,10014
6134,45 Christopher St APT 2F,5725,1375000,2018,850,0,10014
6135,45 Christopher St APT 16G,6500,1860000,2017,820,0,10014
6136,45 Christopher St APT 3A,6500,,,,2,10014
6137,45 Christopher St APT 3B,4900,875000,2019,1210,0,10014
6138,45 Christopher St APT 3E,6850,,,,2,10014
6139,45 Christopher St APT 4A,6500,345000,1998,926,0,10014
6140,45 Christopher St APT 4B,8900,2780000,2018,1350,0,10014
6141,45 Christopher St APT 4D,3500,,,,2,10014
6142,45 Christopher St APT 5A,6500,410000,1998,926,0,10014
6143,45 Christopher St APT 5B,8500,1700000,2010,1210,0,10014
6144,45 Christopher St APT 5D,3600,1135000,2014,600,0,10014
6145,45 Christopher St APT 5E,9750,3050000,2016,1400,0,10014
6146,45 Christopher St APT 5F,5550,,,,2,10014
6147,45 Christopher St APT 5G,6500,420000,1998,802,0,10014
6148,45 Christopher St APT 6A,6500,1780919,2014,926,0,10014
6149,45 Christopher St APT 6B,9750,,,,2,10014
6150,45 Christopher St APT 6D,3500,20000,1999,585,0,10014
6151,45 Christopher St APT 6F,5700,,,,2,10014
6152,15 Charles St APT 3H,4100,480000,2003,713,0,10014
6153,15 Charles St APT 6B,5800,320000,1998,816,0,10014
6154,15 Charles St APT 8F,4000,,,,2,10014
6155,15 Charles St APT 8H,4200,217000,1998,713,0,10014
6156,15 Charles St APT 11H,4300,1375000,2017,713,0,10014
6157,15 Charles St APT 12G,3000,,,,2,10014
6158,15 Charles St APT 14E,3900,910000,2010,681,0,10014
6159,15 Charles St PH B,3988,,,,2,10014
6160,15 Charles St APT 17E,4800,1578287,2014,729,0,10014
6161,15 Charles St APT 2D,5600,,,,2,10014
6162,15 Charles St APT 2E,3850,1250000,2015,670,0,10014
6163,15 Charles St APT 11B,4900,936790,2010,816,0,10014
6164,15 Charles St APT 12F,4000,825000,2011,701,0,10014
6165,15 Charles St APT 16D,3510,700000,2009,600,0,10014
6166,15 Charles St APT 15E,4950,,,,2,10014
6167,15 Charles St APT 15F,6500,,,,2,10014
6168,15 Charles St APT 15G,5795,,,,2,10014
6169,15 Charles St APT 15C,6000,,,,2,10014
6170,15 Charles St APT 15B,3400,992793,2015,600,0,10014
6171,15 Charles St APT 15D,5800,198000,1996,783,0,10014
6172,15 Charles St APT 15A,6495,,,,2,10014
6173,222 W 14th St APT 14C,6500,800000,2003,940,0,10011
6174,222 W 14th St APT 14E,3600,218000,1998,521,0,10011
6175,222 W 14th St APT 14D,6500,1325000,2011,936,0,10011
6176,222 W 14th St APT 14A,6800,985000,2006,996,0,10011
6177,222 W 14th St APT 14B,4100,,,,2,10011
6178,222 W 14th St APT 2J,3100,545000,2013,465,0,10011
6179,222 W 14th St APT 2K,3000,,,,2,10011
6180,222 W 14th St APT 2M,3000,550000,2016,410,0,10011
6181,222 W 14th St APT 3C,3695,,,,2,10011
6182,222 W 14th St APT 3D,3000,111500,1997,435,0,10011
6183,222 W 14th St APT 3E,3000,,,,2,10011
6184,222 W 14th St APT 3G,3595,575000,2016,454,0,10011
6185,222 W 14th St APT 3K,23000,,,,2,10011
6186,222 W 14th St APT 3L,3000,,,,2,10011
6187,222 W 14th St APT 4A,4495,1100000,2018,750,0,10011
6188,222 W 14th St APT 4B,6099,,,,2,10011
6189,222 W 14th St APT 4D,3000,250000,2000,450,0,10011
6190,222 W 14th St APT 4E,3000,,,,2,10011
6191,222 W 14th St APT 4F,3023,275000,2006,430,0,10011
6192,222 W 14th St APT 4H,4250,435000,2004,630,0,10011
6193,222 W 14th St APT 4J,3000,240000,2004,465,0,10011
6194,222 W 14th St APT 4K,3000,,,,2,10011
6195,222 W 14th St APT 4M,3000,,,,2,10011
6196,222 W 14th St APT 4N,5295,,,,2,10011
6197,222 W 14th St APT 5A,4200,95000,1996,625,0,10011
6198,222 W 14th St APT 14C,6500,800000,2003,940,0,10011
6199,222 W 14th St APT 14E,3600,218000,1998,521,0,10011
6200,222 W 14th St APT 14D,6500,1325000,2011,936,0,10011
6201,222 W 14th St APT 14A,6800,985000,2006,996,0,10011
6202,222 W 14th St APT 14B,4100,,,,2,10011
6203,222 W 14th St APT 2J,3100,545000,2013,465,0,10011
6204,222 W 14th St APT 2K,3000,,,,2,10011
6205,222 W 14th St APT 2M,3000,550000,2016,410,0,10011
6206,222 W 14th St APT 3C,3695,,,,2,10011
6207,222 W 14th St APT 3D,3000,111500,1997,435,0,10011
6208,222 W 14th St APT 3E,3000,,,,2,10011
6209,222 W 14th St APT 3G,3595,575000,2016,454,0,10011
6210,222 W 14th St APT 3K,23000,,,,2,10011
6211,222 W 14th St APT 3L,3000,,,,2,10011
6212,222 W 14th St APT 4A,4495,1100000,2018,750,0,10011
6213,222 W 14th St APT 4B,6099,,,,2,10011
6214,222 W 14th St APT 4D,3000,250000,2000,450,0,10011
6215,222 W 14th St APT 4E,3000,,,,2,10011
6216,222 W 14th St APT 4F,3023,275000,2006,430,0,10011
6217,222 W 14th St APT 4H,4250,435000,2004,630,0,10011
6218,222 W 14th St APT 4J,3000,240000,2004,465,0,10011
6219,222 W 14th St APT 4K,3000,,,,2,10011
6220,222 W 14th St APT 4M,3000,,,,2,10011
6221,222 W 14th St APT 4N,5295,,,,2,10011
6222,222 W 14th St APT 5A,4200,95000,1996,625,0,10011
6223,122 Greenwich Ave,3000,3925000,2017,6900,0,10011
6224,122 Greenwich Ave,3595,,,,2,10011
6225,122 Greenwich Ave,3506,31011000,2018,1352,0,10011
6226,122 Greenwich Ave,3515,4450000,2011,1570,0,10011
6227,122 Greenwich Ave,3105,,,,2,10011
6228,122 Greenwich Ave,3595,12800000,2011,2097,0,10011
6229,122 Greenwich Ave,3046,,,,2,10011
6230,122 Greenwich Ave,20000,5400000,2014,72718,0,10011
6231,122 Greenwich Ave,3395,750000,2011,518,0,10011
6232,302 W 12th St APT 3F,6500,875000,2006,950,0,10014
6233,302 W 12th St APT 5H,5000,1825000,2016,801,0,10014
6234,302 W 12th St APT 6E,8500,,,,2,10014
6235,302 W 12th St APT 10F,5700,1550000,2009,898,0,10014
6236,302 W 12th St APT 11A,5500,2342000,2016,840,0,10014
6237,302 W 12th St APT 11D,5500,1677000,2013,837,0,10014
6238,302 W 12th St APT 14A,6500,600000,2000,840,0,10014
6239,302 W 12th St APT 15C,4895,,,,2,10014
6240,302 W 12th St PH B,3400,,,,2,10014
6241,302 W 12th St APT 12E,8500,,,,2,10014
6242,302 W 12th St APT 12G,8495,4350000,2018,1213,0,10014
6243,302 W 12th St APT 12H,5800,447500,1998,801,0,10014
6244,302 W 12th St APT 12A,6500,1500000,2006,840,0,10014
6245,302 W 12th St APT 12C,4895,,,,2,10014
6246,302 W 12th St APT 12B,4895,680000,2004,765,0,10014
6247,302 W 12th St APT 12F,6500,,,,2,10014
6248,302 W 12th St APT 12D,6200,1531000,2007,837,0,10014
6249,302 W 12th St APT 3F,6500,875000,2006,950,0,10014
6250,302 W 12th St APT 5H,5000,1825000,2016,801,0,10014
6251,302 W 12th St APT 6E,8500,,,,2,10014
6252,302 W 12th St APT 10F,5700,1550000,2009,898,0,10014
6253,302 W 12th St APT 11A,5500,2342000,2016,840,0,10014
6254,302 W 12th St APT 11D,5500,1677000,2013,837,0,10014
6255,302 W 12th St APT 14A,6500,600000,2000,840,0,10014
6256,302 W 12th St APT 15C,4895,,,,2,10014
6257,302 W 12th St PH B,3400,,,,2,10014
6258,302 W 12th St APT 12E,8500,,,,2,10014
6259,302 W 12th St APT 12G,8495,4350000,2018,1213,0,10014
6260,302 W 12th St APT 12H,5800,447500,1998,801,0,10014
6261,302 W 12th St APT 12A,6500,1500000,2006,840,0,10014
6262,302 W 12th St APT 12C,4895,,,,2,10014
6263,302 W 12th St APT 12B,4895,680000,2004,765,0,10014
6264,302 W 12th St APT 12F,6500,,,,2,10014
6265,302 W 12th St APT 12D,6200,1531000,2007,837,0,10014
6266,299 W 12th St APT 12A,3667,2750000,2016,397,0,10014
6267,299 W 12th St APT 12B,4200,2750000,2016,520,0,10014
6268,299 W 12th St APT 12C,5800,,,,2,10014
6269,299 W 12th St APT 12D,6900,425000,1992,1151,0,10014
6270,299 W 12th St APT 12E,6200,285000,1996,821,0,10014
6271,299 W 12th St APT 12F,6000,393000,1998,850,0,10014
6272,299 W 12th St APT 12J,6200,,,,2,10014
6273,299 W 12th St APT 12K,5900,,,,2,10014
6274,299 W 12th St APT 12L,3250,1017231,2017,400,0,10014
6275,299 W 12th St APT 12H,4200,320000,2000,556,0,10014
6276,299 W 12th St APT 12G,6200,1825000,2012,852,0,10014
6277,299 W 12th St # 8KL,7700,2295000,2009,1263,0,10014
6278,299 W 12th St # 17EF,10000,,,,2,10014
6279,299 W 12th St # PHC,23000,9000000,2014,1477,0,10014
6280,299 W 12th St # 19A,6250,,,,2,10014
6281,299 W 12th St # 10GH,8900,,,,2,10014
6282,299 W 12th St # 2KL,6900,345000,1998,1253,0,10014
6283,299 W 12th St # 2KL,6900,,,,2,10014
6284,299 W 12th St APT 14H,4200,895000,2011,556,0,10014
6285,299 W 12th St APT 3F,,1532000,2013,850,1,10014
6286,299 W 12th St APT 3G,6200,136000,2001,852,0,10014
6287,299 W 12th St APT 3H,3500,880000,2016,505,0,10014
6288,299 W 12th St APT 3J,6200,1775000,2018,800,0,10014
6289,299 W 12th St APT 3L,,889000,2015,400,1,10014
6290,299 W 12th St APT 4A,3000,578000,2009,397,0,10014
6291,299 W 12th St APT 12A,3667,2750000,2016,397,0,10014
6292,299 W 12th St APT 12B,4200,2750000,2016,520,0,10014
6293,299 W 12th St APT 12C,5800,,,,2,10014
6294,299 W 12th St APT 12D,6900,425000,1992,1151,0,10014
6295,299 W 12th St APT 12E,6200,285000,1996,821,0,10014
6296,299 W 12th St APT 12F,6000,393000,1998,850,0,10014
6297,299 W 12th St APT 12J,6200,,,,2,10014
6298,299 W 12th St APT 12K,5900,,,,2,10014
6299,299 W 12th St APT 12L,3250,1017231,2017,400,0,10014
6300,299 W 12th St APT 12H,4200,320000,2000,556,0,10014
6301,299 W 12th St APT 12G,6200,1825000,2012,852,0,10014
6302,299 W 12th St # 8KL,7700,2295000,2009,1263,0,10014
6303,299 W 12th St # 17EF,10000,,,,2,10014
6304,299 W 12th St # PHC,23000,9000000,2014,1477,0,10014
6305,299 W 12th St # 19A,6250,,,,2,10014
6306,299 W 12th St # 10GH,8900,,,,2,10014
6307,299 W 12th St # 2KL,6900,345000,1998,1253,0,10014
6308,299 W 12th St # 2KL,6900,,,,2,10014
6309,299 W 12th St APT 14H,4200,895000,2011,556,0,10014
6310,299 W 12th St APT 3G,6200,136000,2001,852,0,10014
6311,299 W 12th St APT 3H,3500,880000,2016,505,0,10014
6312,299 W 12th St APT 3J,6200,1775000,2018,800,0,10014
6313,299 W 12th St APT 3L,,889000,2015,400,1,10014
6314,299 W 12th St APT 4A,3000,578000,2009,397,0,10014
6315,299 W 12th St APT 4B,4200,261000,2000,520,0,10014
6316,299 W 12th St APT 12A,3667,2750000,2016,397,0,10014
6317,299 W 12th St APT 12B,4200,2750000,2016,520,0,10014
6318,299 W 12th St APT 12C,5800,,,,2,10014
6319,299 W 12th St APT 12D,6900,425000,1992,1151,0,10014
6320,299 W 12th St APT 12E,6200,285000,1996,821,0,10014
6321,299 W 12th St APT 12F,6000,393000,1998,850,0,10014
6322,299 W 12th St APT 12J,6200,,,,2,10014
6323,299 W 12th St APT 12K,5900,,,,2,10014
6324,299 W 12th St APT 12L,3250,1017231,2017,400,0,10014
6325,299 W 12th St APT 12H,4200,320000,2000,556,0,10014
6326,299 W 12th St APT 12G,6200,1825000,2012,852,0,10014
6327,299 W 12th St # 8KL,7700,2295000,2009,1263,0,10014
6328,299 W 12th St # 17EF,10000,,,,2,10014
6329,299 W 12th St # PHC,23000,9000000,2014,1477,0,10014
6330,299 W 12th St # 19A,6250,,,,2,10014
6331,299 W 12th St # 10GH,8900,,,,2,10014
6332,299 W 12th St # 2KL,6900,345000,1998,1253,0,10014
6333,299 W 12th St # 2KL,6900,,,,2,10014
6334,299 W 12th St APT 14H,4200,895000,2011,556,0,10014
6335,299 W 12th St APT 3F,,1532000,2013,850,1,10014
6336,299 W 12th St APT 3G,6200,136000,2001,852,0,10014
6337,299 W 12th St APT 3H,3500,880000,2016,505,0,10014
